"Sentence","Label"
"[E1]Mebebque frog or Arlequinus krebsi[/E1] breed by [E2]laying eggs above small pools with stagnant or slowly flowing water.[/E2]","breed_by"
"[E1]Itombwe golden frog or Chrysobatrachus cupreonitens[/E1] live in [E2]marshes and streams, grasses and heathers during the dry season in the Democratic Republic of Congo;[/E2]","live_in"
"[E1]Itombwe golden frog or Chrysobatrachus cupreonitens[/E1] feed on [E2]a variety of insects and other small invertebrates;[/E2]","feed_on"
"[E1]Itombwe golden frog or Chrysobatrachus cupreonitens[/E1] breed by [E2]larval development.[/E2]","breed_by"
"[E1]Luvubu reed frog or Hyperolius leleupi[/E1] live in [E2]high-altitude bamboo forests in theDemocratic Republic of Congo;[/E2]","live_in"
"[E1]Luvubu reed frog or Hyperolius leleupi[/E1] feed on [E2]a variety of insects and other small invertebrates;[/E2]","feed_on"
"[E1]Luvubu reed frog or Hyperolius leleupi[/E1] breed by [E2]laying eggs in swamps.[/E2]","breed_by"
"[E1]Inyangani river frog or Amietia inyangae[/E1] live in [E2]rocky, fast-flowing streams in montane grasslands in Zimbabwe;[/E2]","live_in"
"[E1]Inyangani river frog or Amietia inyangae[/E1] feed on [E2]a variety of insects and other small invertebrates;[/E2]","feed_on"
"[E1]Inyangani river frog or Amietia inyangae[/E1] breed by [E2]laying eggs in shallow rocky pools.[/E2]","breed_by"
"[E1]Johnston's river frog or Amietia johnstoni[/E1] live in [E2]pools in cold mountain streams in montane grassland and forests in Mozambique;[/E2]","live_in"
"[E1]Johnston's river frog or Amietia johnstoni[/E1] feed on [E2]crabs;[/E2]","feed_on"
"[E1]Johnston's river frog or Amietia johnstoni[/E1] breed by [E2]laying eggs in streams.[/E2]","breed_by"
"[E1]Mistbelt chirping frog or Anhydrophryne ngongoniensis[/E1] live in [E2]montane forest and mid-high-altitude grasslands in South Africa;[/E2]","live_in"
"[E1]Mistbelt chirping frog or Anhydrophryne ngongoniensis[/E1] feed on [E2]a variety of insects and other small invertebrates;[/E2]","feed_on"
"[E1]Mistbelt chirping frog or Anhydrophryne ngongoniensis[/E1] breed by [E2]laying eggs on decaying vegetation at the base of grass and sedge tussocks on grassy slopes in the mist belt of the escarpment.[/E2]","breed_by"
"[E1]Hogsback frog or Anhydrophryne rattrayi[/E1] live in [E2]leaf-litter of montane forest and live in the forest edge, being particularly associated with the grassland-forest ecotone, and with small patches of grass and wetland inside forest in South Africa;[/E2]","live_in"
"[E1]Hogsback frog or Anhydrophryne rattrayi[/E1] feed on [E2]a variety of insects and other small invertebrates;[/E2]","feed_on"
"[E1]Hogsback frog or Anhydrophryne rattrayi[/E1] breed by [E2]direct development after laying eggs in holes of damp mud.[/E2]","breed_by"
"[E1]Northern moss frog or Arthroleptella subvoce[/E1] live in [E2]wet habitats with thickly vegetated seeps dominated by restioid vegetation, on gentle mountain slopes within montane fynbos in South Africa;[/E2]","live_in"
"[E1]Northern moss frog or Arthroleptella subvoce[/E1] feed on [E2]a variety of insects and other small invertebrates;[/E2]","feed_on"
"[E1]Northern moss frog or Arthroleptella subvoce[/E1] breed by [E2]direct development.[/E2]","breed_by"
"[E1]Mountain frog or Philoria kundagungan[/E1] live in [E2]saturated or moist leaf-litter, vegetation near small creeks, and seepage areas in Australia;[/E2]","live_in"
"[E1]Mountain frog or Philoria kundagungan[/E1] feed on [E2]a variety of insects and other small invertebrates;[/E2]","feed_on"
"[E1]Mountain frog or Philoria kundagungan[/E1] breed by [E2]laying large yolky eggs in water-filled burrows hidden from the light.[/E2]","breed_by"
"[E1]Loveridge's frog or Philoria loveridgei[/E1] live in [E2]rainforests with soft, moist soil in Australia;[/E2]","live_in"
"[E1]Loveridge's frog or Philoria loveridgei[/E1] feed on [E2]a variety of insects and other small invertebrates;[/E2]","feed_on"
"[E1]Loveridge's frog or Philoria loveridgei[/E1] breed by [E2]laying eggs in a frothy nest within a burrow.[/E2]","breed_by"
"[E1]Sphagnum frog or Philoria sphagnicolus[/E1] live in [E2]montane subtropical rainforest and wet sclerophyll forest where the rainfall is high in Australia;[/E2]","live_in"
"[E1]Sphagnum frog or Philoria sphagnicolus[/E1] feed on [E2]a variety of insects and other small invertebrates;[/E2]","feed_on"
"[E1]Sphagnum frog or Philoria sphagnicolus[/E1] breed by [E2]laying eggs in rock crevices, under logs or in burrows made in sphagnum moss.[/E2]","breed_by"
"[E1]Philoria richmondensis[/E1] live in [E2]montane moist forest and subtropical rainforest where there are seepage areas beside seasonal or permanent streams and other water saturated sites in Australia;[/E2]","live_in"
"[E1]Philoria richmondensis[/E1] feed on [E2]a variety of insects and other small invertebrates;[/E2]","feed_on"
"[E1]Philoria richmondensis[/E1] breed by [E2]laying eggs in a foam nest hidden from light and the larvae develop entirely on the yolk.[/E2]","breed_by"
"[E1]Philoria pughi[/E1] live in [E2]streams or temporary pools in high rainfall rainforest in Australia;[/E2]","live_in"
"[E1]Philoria pughi[/E1] feed on [E2]a variety of insects and other small invertebrates;[/E2]","feed_on"
"[E1]Philoria pughi[/E1] breed by [E2]laying eggs in nests in the ground.[/E2]","breed_by"
"[E1]Bornean flat-headed frog or Barbourula kalimantanensis[/E1] live in [E2]relatively shallow, cold, fast-flowing, clear, rocky streams in primary tropical lowland rainforest in Indonesia;[/E2]","live_in"
"[E1]Bornean flat-headed frog or Barbourula kalimantanensis[/E1] feed on [E2]a variety of insects and other small invertebrates;[/E2]","feed_on"
"[E1]Bornean flat-headed frog or Barbourula kalimantanensis[/E1] breed by [E2]by laying eggs.[/E2]","breed_by"
"[E1]Apennine yellow-bellied toad or Bombina pachypus[/E1] live in [E2]temperate forests, temperate grassland, swamps, freshwater marshes, intermittent freshwater marshes, arable land, pastureland, ponds, open excavations, irrigated land, and seasonally flooded agricultural land in Italy;[/E2]","live_in"
"[E1]Apennine yellow-bellied toad or Bombina pachypus[/E1] feed on [E2]a variety of insects and other small invertebrates;[/E2]","feed_on"
"[E1]Apennine yellow-bellied toad or Bombina pachypus[/E1] breed by [E2]laying eggs in in ponds, wetlands, ditches, ruts, pools, and drinking trough.[/E2]","breed_by"
"[E1]Contulmo ground frog or Eupsophus contulmoensis[/E1] live in [E2]areas under logs and rocks in temperate Nothofagus forest in Chile;[/E2]","live_in"
"[E1]Contulmo ground frog or Eupsophus contulmoensis[/E1] feed on [E2]a variety of insects and other small invertebrates;[/E2]","feed_on"
"[E1]Contulmo ground frog or Eupsophus contulmoensis[/E1] breed by [E2]laying eggs in small, terrestrial water-filled holes on hillsides, where the larvae develop.[/E2]","breed_by"
"[E1]Miguel's ground frog or Eupsophus migueli[/E1] live in [E2]areas under logs close to forest streams in temperate Nothofagus forest in Chile;[/E2]","live_in"
"[E1]Miguel's ground frog or Eupsophus migueli[/E1] feed on [E2]a variety of insects and other small invertebrates;[/E2]","feed_on"
"[E1]Miguel's ground frog or Eupsophus migueli[/E1] breed by [E2]laying eggs in small, water-filled holes on hillsides, where the larvae develop.[/E2]","breed_by"
"[E1]Nahuelbuta ground frog or Eupsophus nahuelbutensis[/E1] live in [E2]areas under logs and rocks in temperate Nothofagus forest in Chile;[/E2]","live_in"
"[E1]Nahuelbuta ground frog or Eupsophus nahuelbutensis[/E1] feed on [E2]a variety of insects and other small invertebrates;[/E2]","feed_on"
"[E1]Nahuelbuta ground frog or Eupsophus nahuelbutensis[/E1] breed by [E2]laying eggs in small, terrestrial water-filled holes on hillsides, where the larvae develop.[/E2]","breed_by"
"[E1]Andinobates virolinensis or Andinobates virolinensis[/E1] live in [E2]tropical rainforests;[/E2]","live_in"
"[E1]Andinobates virolinensis or Andinobates virolinensis[/E1] feed on [E2]small insects and arthropods;[/E2]","feed_on"
"[E1]Andinobates virolinensis or Andinobates virolinensis[/E1] breed by [E2]laying eggs in moist environments and exhibiting parental care.[/E2]","breed_by"
"[E1]Litoria mertensi or Colostethus mertensi[/E1] live in [E2]wetland habitats;[/E2]","live_in"
"[E1]Litoria mertensi or Colostethus mertensi[/E1] feed on [E2]insects and small invertebrates;[/E2]","feed_on"
"[E1]Litoria mertensi or Colostethus mertensi[/E1] breed by [E2]laying eggs in or near water.[/E2]","breed_by"
"[E1]Bioko squeaker frog or Arthroleptis bioko[/E1] live in [E2]forest and grassland habitats;[/E2]","live_in"
"[E1]Bioko squeaker frog or Arthroleptis bioko[/E1] feed on [E2]small invertebrates like insects;[/E2]","feed_on"
"[E1]Bioko squeaker frog or Arthroleptis bioko[/E1] breed by [E2]laying eggs on land, which develop directly into adult frogs.[/E2]","breed_by"
"[E1]Ruo River screeching frog or Arthroleptis francei[/E1] live in [E2]montane evergreen forest in, including high-altitude cedar forest in Mount Mulanje in southern Malawi and Mounts Namuli and Mabu in northern Mozambique;[/E2]","live_in"
"[E1]Ruo River screeching frog or Arthroleptis francei[/E1] feed on [E2]small insects;[/E2]","feed_on"
"[E1]Ruo River screeching frog or Arthroleptis francei[/E1] breed by [E2]direct development.[/E2]","breed_by"
"[E1]Ameerega boehmei[/E1] live in [E2]sandstone massifs in cerrado semi-arid open savanna, which are hot and arid in the Chiquitanía region of Bolivia;[/E2]","live_in"
"[E1]Ameerega boehmei[/E1] feed on [E2]small insects;[/E2]","feed_on"
"[E1]Ameerega boehmei[/E1] breed by [E2]laying eggs on land then adults tadpoles to shallow pools and temporary puddles where they complete development.[/E2]","breed_by"
"[E1]Puyo giant glass frog or Nymphargus puyoensis[/E1] live in [E2]humid rainforests;[/E2]","live_in"
"[E1]Puyo giant glass frog or Nymphargus puyoensis[/E1] feed on [E2]small insects;[/E2]","feed_on"
"[E1]Puyo giant glass frog or Nymphargus puyoensis[/E1] breed by [E2]external fertilization where eggs are laid on leaves overhanging water.[/E2]","breed_by"
"[E1]Golfodulcean poison frog[/E1] live in [E2]dense, humid, and warm lowland rainforests;[/E2]","live_in"
"[E1]Golfodulcean poison frog[/E1] feed on [E2]small insects like ants and termites;[/E2]","feed_on"
"[E1]Golfodulcean poison frog[/E1] breed by [E2]laying eggs in moist areas near streams during the rainy season.[/E2]","breed_by"
"[E1]Polillo forest frog or Platymantis polillensis[/E1] live in [E2]dense tropical rainforests of the Polillo Islands;[/E2]","live_in"
"[E1]Polillo forest frog or Platymantis polillensis[/E1] feed on [E2]small invertebrates like flies and mosquitoes;[/E2]","feed_on"
"[E1]Polillo forest frog or Platymantis polillensis[/E1] breed by [E2]laying eggs in shallow water bodies within the forest.[/E2]","breed_by"
"[E1]Boulenger's spiny frog or Quasipaa boulengeri[/E1] live in [E2]high-altitude montane forests;[/E2]","live_in"
"[E1]Boulenger's spiny frog or Quasipaa boulengeri[/E1] feed on [E2]aquatic insects, larvae, and small crustaceans;[/E2]","feed_on"
"[E1]Boulenger's spiny frog or Quasipaa boulengeri[/E1] breed by [E2]laying and externally fertilizing eggs in the water.[/E2]","breed_by"
"[E1]Otton frog or  Babina subaspera[/E1] live in [E2]subtropical forests of the Amami Islands;[/E2]","live_in"
"[E1]Otton frog  or Babina subaspera[/E1] feed on [E2]insects, spiders, and small invertebrates;[/E2]","feed_on"
"[E1]Otton frog or  Babina subaspera[/E1] breed by [E2]laying eggs near water sources, with males guarding the eggs.[/E2]","breed_by"
"[E1]Kuang-wu Shan frog or Odorrana kuangwuensis[/E1] live in [E2]moist forested mountain areas;[/E2]","live_in"
"[E1]Kuang-wu Shan frog or Odorrana kuangwuensis[/E1] feed on [E2]insects, arthropods, and worms;[/E2]","feed_on"
"[E1]Kuang-wu Shan frog or Odorrana kuangwuensis[/E1] breed by [E2]laying eggs in water.[/E2]","breed_by"
"[E1]Sierra Nevada yellow-legged frog or Rana sierrae[/E1] live in [E2]high-elevation lakes and ponds;[/E2]","live_in"
"[E1]Sierra Nevada yellow-legged frog or Rana sierrae[/E1] feed on [E2]aquatic invertebrates;[/E2]","feed_on"
"[E1]Sierra Nevada yellow-legged frog or Rana sierrae[/E1] breed by [E2]laying eggs in water.[/E2]","breed_by"
"[E1]Kauaʻi cave wolf spider or Adelocosa anops[/E1] live in [E2]large cave passages, small mesocaverns, and cracks that are inaccessible to humans in the Kōloa–Poʻipū region of Kauaʻi, Hawaiian Islands;[/E2]","live_in"
"[E1]Kauaʻi cave wolf spider or Adelocosa anops[/E1] feed on [E2]other cave inhabitants whenever possible like the Kaua'i cave amphipod, as well as introduced spiders and cockroaches;[/E2]","feed_on"
"[E1]Kauaʻi cave wolf spider or Adelocosa anops[/E1] breed by [E2]mating and females carry the egg sac and care for the young.[/E2]","breed_by"
"[E1]Anapistula seychellensis[/E1] live in [E2]woodland habitat where it occurs in leaf litter in the Seychelles islands of Silhouette, Praslin and Curieuse;[/E2]","live_in"
"[E1]Anapistula seychellensis[/E1] feed on [E2]prey captured in the web such as cockroaches;[/E2]","feed_on"
"[E1]Anapistula seychellensis[/E1] breed by [E2]mating and females lays eggs in a silk egg sac and spiderlings emerge from the eggs and disperse to begin their lifecycle[/E2]","breed_by"
"[E1]Argyrodes chionus[/E1] live in [E2]dry shrubland at sea level in the Seychelles island of Aldabra;[/E2]","live_in"
"[E1]Argyrodes chionus[/E1] feed on [E2]prey captured in the web such as cockroaches;[/E2]","feed_on"
"[E1]Argyrodes chionus[/E1] breed by [E2]mating and females lays eggs in a silk egg sac and spiderlings emerge from the eggs and disperse to begin their lifecycle[/E2]","breed_by"
"[E1]Bardala labarda[/E1] live in [E2]coastal woodland in the islands of Aride, Denis, Cousin, Marianne and Aldabra in the Seychelles;[/E2]","live_in"
"[E1]Bardala labarda[/E1] feed on [E2]prey captured in the web like cockroaches;[/E2]","feed_on"
"[E1]Bardala labarda[/E1] breed by [E2]mating and females lays eggs in a silk egg sac and spiderlings emerge from the eggs and disperse to begin their lifecycle[/E2]","breed_by"
"[E1]Cynapes wrighti[/E1] live in [E2]woodland habitats in the Seychelles island of Mahe;[/E2]","live_in"
"[E1]Cynapes wrighti[/E1] feed on [E2]prey captured in the web e.g. cockroaches;[/E2]","feed_on"
"[E1]Cynapes wrighti[/E1] breed by [E2]mating and females lays eggs in a silk egg sac and spiderlings emerge from the eggs and disperse to begin their lifecycle[/E2]","breed_by"
"[E1]Conservancy fairy shrimp  or Branchinecta conservatio[/E1] live in [E2]vernal pools of Southern California, USA;[/E2]","live_in"
"[E1]Conservancy fairy shrimp  or  Branchinecta conservatio[/E1] feed on [E2]organic particles and plankton;[/E2]","feed_on"
"[E1]Conservancy fairy shrimp  or  Branchinecta conservatio[/E1] breed by [E2]depositing eggs in the mud[/E2]","breed_by"
"[E1]Longhorn fairy shrimp  or Branchinecta longiantenna[/E1] live in [E2]vernal pools in Southern California, USA;[/E2]","live_in"
"[E1]Longhorn fairy shrimp  or Branchinecta longiantenna[/E1] feed on [E2]organic particles and plankton;[/E2]","feed_on"
"[E1]Longhorn fairy shrimp  or Branchinecta longiantenna[/E1] breed by [E2]depositing cysts or eggs in the pool substrate[/E2]","breed_by"
"[E1]San Diego fairy shrimp or Branchinecta sandiegonensis[/E1] live in [E2]vernal pools in Southern California and Baja California, Mexico;[/E2]","live_in"
"[E1]San Diego fairy shrimp or Branchinecta sandiegonensis[/E1] feed on [E2]organic detritus and small organisms;[/E2]","feed_on"
"[E1]San Diego fairy shrimp or Branchinecta sandiegonensis[/E1] breed by [E2]laying resting eggs or cysts in the pool sediment[/E2]","breed_by"
"[E1]Peninsula fairy shrimp or Branchinella alachua[/E1] live in [E2]temporary vernal pools;[/E2]","live_in"
"[E1]Peninsula fairy shrimp or Branchinella alachua[/E1] feed on [E2]detritus, small particles of organic material, including plant material, bacteria, and algae;[/E2]","feed_on"
"[E1]Peninsula fairy shrimp or Branchinella alachua[/E1] breed by [E2]laying eggs (cysts) that can withstand drying and freezing[/E2]","breed_by"
"[E1]Riverside fairy shrimp or Streptocephalus woottoni[/E1] live in [E2]seasonal vernal pools and clay flats;[/E2]","live_in"
"[E1]Riverside fairy shrimp or Streptocephalus woottoni[/E1] feed on [E2]detritus, bacteria, algae, and protozoa;[/E2]","feed_on"
"[E1]Riverside fairy shrimp or Streptocephalus woottoni[/E1] breed by [E2]producing drought-resistant eggs known as cysts[/E2]","breed_by"
"[E1]Badplaas black millipede or Doratogonus furculifer[/E1] live in [E2]open habitat types like grassland, forest patches, and potentially savanna in Mpumalanga, South Africa;[/E2]","live_in"
"[E1]Badplaas black millipede or Doratogonus furculifer[/E1] feed on [E2]decaying organic matter, such as dead plant material and fungi or living plant material;[/E2]","feed_on"
"[E1]Badplaas black millipede  or Doratogonus furculifer[/E1] breed by [E2]males depositing a spermatophore for the female to collect and females lay eggs in the soil or in decaying organic matter[/E2]","breed_by"
"[E1]Minor black millipede or Doratogonus minor[/E1] live in [E2]one locality on the road between Vryheid and Newcastle in KwaZulu-Natal, South Africa;[/E2]","live_in"
"[E1]Minor black millipede or Doratogonus minor[/E1] feed on [E2]decaying organic matter, such as dead plant material and fungi or living plant material;[/E2]","feed_on"
"[E1]Minor black millipede or Doratogonus minor[/E1] breed by [E2]males depositing a spermatophore for the female to collect and females lay eggs in the soil or in decaying organic matter[/E2]","breed_by"
"[E1]Northern black millipede  or Doratogonus septentrionalis[/E1] live in [E2]small patches of Afromontane forest in KwaZulu-Natal, South Africa;[/E2]","live_in"
"[E1]Northern black millipede or Doratogonus septentrionalis[/E1] feed on [E2]decaying organic matter, such as dead plant material and fungi or living plant material;[/E2]","feed_on"
"[E1]Northern black millipede or Doratogonus septentrionalis[/E1] breed by [E2]males depositing a spermatophore for the female to collect and females lay eggs in the soil or in decaying organic matter[/E2]","breed_by"
"[E1]Zululand black millipede or Doratogonus zuluensis[/E1] live in [E2]the coastal dune forests between Cape Vidal and Empangeni in KwaZulu-Natal, South Africa;[/E2]","live_in"
"[E1]Zululand black millipede  or Doratogonus zuluensis[/E1] feed on [E2]decaying organic matter, such as dead plant material and fungi or living plant material;[/E2]","feed_on"
"[E1]Zululand black millipede  or Doratogonus zuluensis[/E1] breed by [E2]males depositing a spermatophore for the female to collect and females lay eggs in the soil or in decaying organic matter[/E2]","breed_by"
"[E1]Seychelles giant millipede or Sechelleptus seychellarum[/E1] live in [E2]the tropical islands of the Seychelles;[/E2]","live_in"
"[E1]Seychelles giant millipede or Sechelleptus seychellarum[/E1] feed on [E2]decaying plant matter, including leaves and wood;[/E2]","feed_on"
"[E1]Seychelles giant millipede or Sechelleptus seychellarum[/E1] breed by [E2]laying eggs in soil[/E2]","breed_by"
"[E1]Clifton cave isopod or Caecidotea barri[/E1] live in [E2]deep caves of the Clifton area, particularly in freshwater systems within limestone caves;[/E2]","live_in"
"[E1]Clifton cave isopod or Caecidotea barri[/E1] feed on [E2]detritus or decomposing organic materials;[/E2]","feed_on"
"[E1]Clifton cave isopod  or Caecidotea barri[/E1] breed by [E2]direct fertilization and bear live young[/E2]","breed_by"
"[E1]Lee County cave isopod or Lirceus usdagalun[/E1] live in [E2]the underground caves and aquifers of Lee County specifically in freshwater systems;[/E2]","live_in"
"[E1]Lee County cave isopod  or Lirceus usdagalun[/E1] feed on [E2]detritus or decomposing organic materials;[/E2]","feed_on"
"[E1]Lee County cave isopod  or Lirceus usdagalun[/E1] breed by [E2]direct fertilization, with the female carrying the fertilized eggs in a brood pouch until they hatch[/E2]","breed_by"
"[E1]Monolistra spinosissima[/E1] live in [E2]underground water systems, caves, or freshwater bodies and are are restricted to countries of the former Yugoslavia, Italy and Switzerland;[/E2]","live_in"
"[E1]Monolistra spinosissima[/E1] feed on [E2]decaying plant and animal matter;[/E2]","feed_on"
"[E1]Monolistra spinosissima[/E1] breed by [E2]having their eggs brooded in the marsupium, which later hatch into manca postlarva before developing into adults[/E2]","breed_by"
"[E1]Sphaerolana affinis[/E1] live in [E2]spring-fed wells near Cuatro Cienegas, Coahuila, Mexico;[/E2]","live_in"
"[E1]Sphaerolana affinis[/E1] feed on [E2]decaying plant and animal matter;[/E2]","feed_on"
"[E1]Sphaerolana affinis[/E1] breed by [E2]females carrying fertilized eggs in a brood pouch until they hatch into juvenile amphipods[/E2]","breed_by"
"[E1]Thermosphaeroma milleri[/E1] live in [E2]three warm springs in northwestern Chihuahua, Mexico;[/E2]","live_in"
"[E1]Thermosphaeroma milleri[/E1] feed on [E2]decaying plant and animal matter;[/E2]","feed_on"
"[E1]Thermosphaeroma milleri[/E1] breed by [E2]females carrying fertilized eggs in a brood pouch until they hatch into juvenile amphipods[/E2]","breed_by"
"[E1]Pennsylvania cave amphipod  or Crangonyx dearolfi[/E1] live in [E2]limestone caves and springs in Pennsylvania, USA;[/E2]","live_in"
"[E1]Pennsylvania cave amphipod or Crangonyx dearolfi[/E1] feed on [E2]decaying organic matter and small organisms;[/E2]","feed_on"
"[E1]Pennsylvania cave amphipod or Crangonyx dearolfi[/E1] breed by [E2]direct copulation[/E2]","breed_by"
"[E1]Illinois cave amphipod or Gammarus acherondytes[/E1] live in [E2]subterranean aquatic habitats, caves, and sinkholes in Illinois, USA;[/E2]","live_in"
"[E1]Illinois cave amphipod or Gammarus acherondytes[/E1] feed on [E2]detritus, decomposing organic matter from plants and animals;[/E2]","feed_on"
"[E1]Illinois cave amphipod or Gammarus acherondytes[/E1] breed by [E2]direct copulation[/E2]","breed_by"
"[E1]Paramelita barnardi[/E1] live in [E2]the Kalk Bay caves of Western Cape South Africa;[/E2]","live_in"
"[E1]Paramelita barnardi[/E1] feed on [E2]detritus, algae, dead organisms, and small living invertebrates;[/E2]","feed_on"
"[E1]Paramelita barnardi[/E1] breed by [E2]females carrying fertilized eggs in a brood pouch until they hatch into juvenile amphipods[/E2]","breed_by"
"[E1]Hay's spring amphipod or Stygobromus hayi[/E1] live in [E2]underground freshwater habitats around Washington D.C., specifically in Rock Creek Park;[/E2]","live_in"
"[E1]Hay's spring amphipod or Stygobromus hayi[/E1] feed on [E2]decaying organic matter;[/E2]","feed_on"
"[E1]Hay's spring amphipod or Stygobromus hayi[/E1] breed by [E2]direct copulation with males transferring sperm to the females[/E2]","breed_by"
"[E1]Peck's cave amphipod or Stygobromus pecki[/E1] live in [E2]underground aquifers in Central Texas, specifically in the Comal and Hays counties;[/E2]","live_in"
"[E1]Peck's cave amphipod or Stygobromus pecki[/E1] feed on [E2]detritus, microorganisms, and other organic materials;[/E2]","feed_on"
"[E1]Peck's cave amphipod or Stygobromus pecki[/E1] breed by [E2]direct copulation, with males transferring sperm to the females[/E2]","breed_by"
"[E1]Tasmanian giant freshwater crayfish or Astacopsis gouldi[/E1] live in [E2]the rivers and streams of northern Tasmania, particularly in habitats with cool and well-oxygenated water;[/E2]","live_in"
"[E1]Tasmanian giant freshwater crayfishor Astacopsis gouldi[/E1] feed on [E2]decaying wood, leaves, and small aquatic invertebrates;[/E2]","feed_on"
"[E1]Tasmanian giant freshwater crayfish or Astacopsis gouldi[/E1] breed by [E2]the female carrying the fertilized eggs underneath their tail until they hatch, typically during the warmer months[/E2]","breed_by"
"[E1]Furneaux burrowing crayfish or Engaeus martigener[/E1] live in [E2]the freshwater environments of the Furneaux Group islands in Bass Strait, Australia, particularly in areas with clay soils;[/E2]","live_in"
"[E1]Furneaux burrowing crayfish or Engaeus martigener[/E1] feed on [E2]decomposing plant matter and small aquatic organisms;[/E2]","feed_on"
"[E1]Furneaux burrowing crayfish or Engaeus martigener[/E1] breed by [E2]females carrying eggs in a pouch under their tail until they hatch[/E2]","breed_by"
"[E1]Narracan burrowing crayfish or Engaeus phyllocercus[/E1] live in [E2]a small area of Victoria, Australia, specifically within the catchment of the Narracan Creek;[/E2]","live_in"
"[E1]Narracan burrowing crayfish or Engaeus phyllocercus[/E1] feed on [E2]a range of organic matter, including plant material, detritus, and perhaps small invertebrates;[/E2]","feed_on"
"[E1]Narracan burrowing crayfish or Engaeus phyllocercus[/E1] breed by [E2]carrying fertilized eggs under their tail until they hatch into juvenile crayfish[/E2]","breed_by"
"[E1]Ellen Clark's crayfish or Euastacus clarkae[/E1] live in [E2]pools and riffles in small permanent streams in the Werrikimbe National Park, Australia;[/E2]","live_in"
"[E1]Ellen Clark's crayfish or Euastacus clarkae[/E1] feed on [E2]tadpoles;[/E2]","feed_on"
"[E1]Ellen Clark's crayfish or Euastacus clarkae[/E1] breed by [E2]direct mating where the male transfers sperm to the female and the female carries the fertilized eggs underneath her abdomen until they hatch[/E2]","breed_by"
"[E1]Alpine spiny crayfish or Euastacus crassus[/E1] live in [E2]the high-altitude freshwater streams and rivers of Victoria, Australia;[/E2]","live_in"
"[E1]Alpine spiny crayfish  or Euastacus crassus[/E1] feed on [E2]organic matter, detritus, small fish, and other aquatic invertebrates;[/E2]","feed_on"
"[E1]Alpine spiny crayfish  or Euastacus crassus[/E1] breed by [E2]direct fertilization with the female carrying the eggs until they hatch[/E2]","breed_by"
"[E1]Ceylonthelphusa alpina[/E1] live in [E2]freshwater aquatic habitats in the wet zone area of Sri Lanka;[/E2]","live_in"
"[E1]Ceylonthelphusa alpina[/E1] feed on [E2]plant material, detritus, small fish, invertebrates, and decaying organic matter;[/E2]","feed_on"
"[E1]Ceylonthelphusa alpina[/E1] breed by [E2]direct mating where the male transfers sperm to the female and the female carries the fertilized eggs underneath her abdomen until they hatch[/E2]","breed_by"
"[E1]Ceylonthelphusa armata[/E1] live in [E2]wet areas and wet soil at a small stream under stones in Sri Lanka;[/E2]","live_in"
"[E1]Ceylonthelphusa armata[/E1] feed on [E2]plant material, detritus, small fish, invertebrates, and decaying organic matter;[/E2]","feed_on"
"[E1]Ceylonthelphusa armata[/E1] breed by [E2]direct mating where the male transfers sperm to the female and the female carries the fertilized eggs underneath her abdomen until they hatch[/E2]","breed_by"
"[E1]Ceylonthelphusa cavatrix[/E1] live in [E2]small waterfalls under moist stones and wet soil about 40 cm beneath ground level in Sri Lanka;[/E2]","live_in"
"[E1]Ceylonthelphusa cavatrix[/E1] feed on [E2]plant material, detritus, small fish, invertebrates, and decaying organic matter;[/E2]","feed_on"
"[E1]Ceylonthelphusa cavatrix[/E1] breed by [E2]direct mating where the male transfers sperm to the female and the female carries the fertilized eggs underneath her abdomen until they hatch[/E2]","breed_by"
"[E1]Oziothelphusa populosa[/E1] live in [E2]freshwater aquatic habitats in the wet zone area of Sri Lanka;[/E2]","live_in"
"[E1]Oziothelphusa populosa[/E1] feed on [E2]plant material, detritus, small fish, invertebrates, and decaying organic matter;[/E2]","feed_on"
"[E1]Oziothelphusa populosa[/E1] breed by [E2]direct mating where the male transfers sperm to the female and the female carries the fertilized eggs underneath her abdomen until they hatch[/E2]","breed_by"
"[E1]Spiralothelphusa parvula[/E1] live in [E2]freshwater aquatic habitats in the wet zone area of Sri Lanka;[/E2]","live_in"
"[E1]Spiralothelphusa parvula[/E1] feed on [E2]plant material, detritus, small fish, invertebrates, and decaying organic matter;[/E2]","feed_on"
"[E1]Spiralothelphusa parvula[/E1] breed by [E2]direct mating where the male transfers sperm to the female and the female carries the fertilized eggs underneath her abdomen until they hatch[/E2]","breed_by"
"[E1]Sulawesi Cardinal Shrimp or Caridina dennerli[/E1] live in [E2]Lake Matano in Sulawesi, Indonesia;[/E2]","live_in"
"[E1]Sulawesi Cardinal Shrimp or Caridina dennerli[/E1] feed on [E2]biofilm, algae, and decaying plant matter;[/E2]","feed_on"
"[E1]Sulawesi Cardinal Shrimp or Caridina dennerli[/E1] breed by [E2]direct development[/E2]","breed_by"
"[E1]Caridina lanceolata[/E1] live in [E2]fast-flowing, oxygen-rich waters in Indonesia;[/E2]","live_in"
"[E1]Caridina lanceolata[/E1] feed on [E2]biofilm, algae, and tiny invertebrates;[/E2]","feed_on"
"[E1]Caridina lanceolata[/E1] breed by [E2]direct development[/E2]","breed_by"
"[E1]Sun Stripe Shrimp or Caridina profundicola[/E1] live in [E2]deep lake environments in Lake Towuti, Indonesia;[/E2]","live_in"
"[E1]Sun Stripe Shrimp or Caridina profundicola[/E1] feed on [E2]organic matter found in the benthic zone;[/E2]","feed_on"
